4743.56303 18.485 0.022
4921.88095 18.578 0.017
4928.89561 18.475 0.017
4945.83316 18.030 0.011
4948.73238 18.233 0.012
4948.79276 18.393 0.012
4949.71036 18.334 0.014
4949.75316 18.416 0.015
4950.71592 18.409 0.015
4950.73903 18.465 0.015
4951.69689 18.508 0.015
4951.71505 18.521 0.014
4952.71588 18.527 0.014
4952.73715 18.594 0.016
4952.76019 18.586 0.016
