3017.65245 19.179 0.024
3314.78634 19.242 0.029
3331.69392 19.147 0.035
3353.71849 19.346 0.025
3358.75397 19.268 0.020
3366.71327 19.097 0.040
3375.68344 19.140 0.021
3380.61873 19.364 0.029
3386.68556 19.288 0.020
3396.73917 19.077 0.062
3715.65940 19.222 0.038
3721.67855 19.307 0.043
3727.66116 19.112 0.020
3736.69993 19.324 0.020
3745.62152 19.364 0.039
3752.62844 19.113 0.032
3759.63495 19.337 0.029
3765.61656 19.127 0.018
3770.66333 19.250 0.023
4065.67112 19.159 0.020
4073.73054 19.192 0.060
4092.69947 19.135 0.019
4126.66102 19.223 0.029
4131.57004 19.288 0.041
4392.80510 19.096 0.020
4402.73770 19.213 0.046
4420.74922 19.182 0.023
4421.80045 19.152 0.021
4441.72605 19.254 0.027
4442.84566 19.126 0.025
4456.69983 19.336 0.058
4474.75790 19.177 0.022
4478.73796 19.306 0.029
4484.70933 19.119 0.040
