JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2451355.4,12.6,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451368.487,12.4,,,Vis.,DPA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451369.4,12.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451369.494,12.5,,,Vis.,BMM,,,,,,,,V,,,,LX CYG,,STD,,,,
2451371.6,12.1,,,Vis.,POX,,,,,,,,V,,,,LX CYG,,STD,,,,
2451375.4,11.9,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451379.885,12.6,,,Vis.,HK,,,,,,,,V,,,,LX CYG,,STD,,,,
2451384.45,12.3,,,Vis.,DPA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451387.4,11.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451393.419,11.7,,,Vis.,DPA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451393.715,11.07,,,V,ZRE,,,,,,,,V,,,,LX CYG,,STD,,,,
2451409.72,10.95,,,V,ZRE,,,,,,,,V,,,,LX CYG,,STD,,,,
2451419.4,11.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451424.392,11.6,,,Vis.,DPA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451424.4,11.5,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451430.3,11.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451433.676,10.97,,,V,ZRE,,,,,,,,V,,,,LX CYG,,STD,,,,
2451433.95,10.58,,,V,WGR,,,,,,,,V,,,,LX CYG,,STD,,,,
2451434.4,11.7,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451435.795,12,,,Vis.,HK,,,,,,,,V,,,,LX CYG,,STD,,,,
2451437.533,11.5,,,Vis.,DPA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451439.5,11.6,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451439.5,11.4,,,Vis.,SZW,W,,,,,,,V,,,,LX CYG,,STD,,,,
2451440.676,10.97,,,V,ZRE,,,,,,,,V,,,,LX CYG,,STD,,,,
2451448.695,10.88,,,V,ZRE,,,,,,,,V,,,,LX CYG,,STD,,,,
2451450.094,11.3,,,Vis.,SSU,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2451454.4,11.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451458.694,10.72,,,V,ZRE,,,,,,,,V,,,,LX CYG,,STD,,,,
2451462.002,10.9,,,Vis.,SSU,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2451464.4,11.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451467.277,11,,,Vis.,DPA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451469.3,10.9,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451472.024,10.2,,,Vis.,SSU,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2451473.65,10.15,,,V,ZRE,,,,,,,,V,,,,LX CYG,,STD,,,,
2451479.95,10.2,,,Vis.,SSU,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2451481.3,10.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451481.4,10.4,,,Vis.,SZW,,,,,,,,V,,,,LX CYG,,STD,,,,
2451483.362,10.6,,,Vis.,DPA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451487.3,9.4,,,Vis.,KIS,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2451490.63,10.9,,,Vis.,FXJ,,,,,,,,V,,,,LX CYG,,STD,,,,
2451491.3,10,,,Vis.,GUN,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2451492.4,10,,,Vis.,POX,,,,,,,,V,,,,LX CYG,,STD,,,,
2451494.641,9.64,,,V,ZRE,,,,,,,,V,,,,LX CYG,,STD,,,,
2451495.364,10.1,,,Vis.,DPA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451495.927,9.4,,,Vis.,SSU,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2451501.894,9.5,,,Vis.,SSU,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2451508.3,10.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451508.4,9.2,,,Vis.,GUN,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2451510.868,9.5,,,Vis.,SSU,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2451513.546,9.43,,,V,ZRE,,,,,,,,V,,,,LX CYG,,STD,,,,
2451515.376,10.2,,,Vis.,DPA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451516.2,10.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451518.56,10.5,,,Vis.,FXJ,,,,,,,,V,,,,LX CYG,,STD,,,,
2451522.3,10.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451526.54,10,,,Vis.,FXJ,,,,,,,,V,,,,LX CYG,,STD,,,,
2451528.874,9.5,,,Vis.,SSU,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2451529.3,10.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451538.872,10.8,,,Vis.,SSU,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2451542.2,10.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451542.331,10.2,,,Vis.,DPA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451549.241,9.2,,,Vis.,KKI,,,,,,,,V,,,,LX CYG,,STD,,,,
2451552.2,10.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451552.494,9.68,,,V,ZRE,,,,,,,,V,,,,LX CYG,,STD,,,,
2451556.3,10.5,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451563.468,9.82,,,V,ZRE,,,,,,,,V,,,,LX CYG,,STD,,,,
2451567.2,10.6,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451571.303,10.1,,,Vis.,KKI,S,,,,,,,V,,,,LX CYG,,STD,,,,
2451577.274,10.3,,,Vis.,DPA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451585.7,10.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451603.6,10.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451604.93,10.1,,,V,ZRE,,,,,,,,V,,,,LX CYG,,STD,,,,
2451626.849,10.28,,,V,ZRE,,,,,,,,V,,,,LX CYG,,STD,,,,
2451643.6,10.6,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451645.792,10.34,,,V,ZRE,,,,,,,,V,,,,LX CYG,,STD,,,,
2451659.6,10.9,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451659.881,10.49,,,V,ZRE,,,,,,,,V,,,,LX CYG,,STD,,,,
2451670.6,11,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451671.841,10.58,,,V,ZRE,,920,,,,,,V,,,,LX CYG,,STD,,,,
2451676.5,11,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451685.5,11.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451690.5,11.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451692.813,10.8,,,V,ZRE,,920,,,,,,V,,,,LX CYG,,STD,,,,
2451695.5,11.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451700.5,11.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451704.4,11.4,,,Vis.,MOI,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2451708.5,11.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451714.5,11.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451719.749,10.62,,,V,ZRE,,11.9,,,,,,V,,,,LX CYG,,STD,,,,
2451724.486,11,,,Vis.,DPA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451726.5,11.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451729.5,11.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451732.715,10.82,,,V,ZRE,,920,,,,,,V,,,,LX CYG,,STD,,,,
2451736.4,11.5,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451756.403,11.9,,,Vis.,DPA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451759.4,11.7,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451762.739,11.21,,,V,ZRE,,920,,,,,,V,,,,LX CYG,,STD,,,,
2451764.4,11.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451769.5,11.9,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451774.69,11.73,,,V,ZRE,,920,,,,,,V,,,,LX CYG,,STD,,,,
2451776.52,11.65,,,V,OFA,,137,119,PE0597,,,,V,,,,LX CYG,,STD,,,,
2451779.428,12,,,Vis.,DPA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451787.39,12.2,,,Vis.,DPA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451793.675,11.59,,,V,ZRE,,1190,,,,,,V,,,,LX CYG,,STD,,,,
2451794.818,12.8,,,Vis.,SXN,,128,123,PE97,,,,V,,,,LX CYG,,STD,,,,
2451798.351,12,,,Vis.,KKI,,120,123,PE1997,910002126,,,V,,,,LX CYG,,STD,,,,
2451805.36,11.8,,,Vis.,KKI,S,119,123,PE1997,917002138,,,V,,,,LX CYG,,STD,,,,
2451808.672,11.82,,,V,ZRE,,1190,,,,,,V,,,,LX CYG,,STD,,,,
2451809.664,11.55,,,V,SFK,,126,137,PE1997,,,,V,,,,LX CYG,,STD,,,,
2451810.364,12,,,Vis.,KKI,V,119,123,PE1997,922002144,,,V,,,,LX CYG,,STD,,,,
2451814.5,12.4,,,Vis.,POX,,123,126,PE81,,,,V,,,,LX CYG,,STD,,,,
2451815.5,11.62,,,V,OFA,,137,119,PE0597,,,,V,,,,LX CYG,,STD,,,,
2451815.662,11.87,,,V,SFK,,126,133,PE1997,,,,V,,,,LX CYG,,STD,,,,
2451817.4,13.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451817.645,11.72,,,V,SFK,,121,126,PE1997,,,,V,,,,LX CYG,,STD,,,,
2451820.573,12.6,,,Vis.,FXJ,,123,126,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2451821.586,12.03,,,V,ZRE,,1190,,,,,,V,,,,LX CYG,,STD,,,,
2451822.476,12.12,,,V,OFA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451823.6,13.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451827.332,12.5,,,Vis.,KKI,MSV,123,,PE1997,9002058,,,V,,,,LX CYG,,STD,,,,
2451828.4,13.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451828.651,11.96,,,V,SFK,,,,,,,,V,,,,LX CYG,,STD,,,,
2451835.4,13.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451837.618,11.89,,,V,SFK,,V 121,126,PE1997,,,,V,,,,LX CYG,,STD,,,,
2451837.666,12.2,,,V,ZRE,,1190,,,,,,V,,,,LX CYG,,STD,,,,
2451840.4,13.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451840.413,12.9,,,Vis.,DPA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451842.4,13,,,Vis.,GUN,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2451843.526,11.73,,,V,GKA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451848.4,13.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451848.564,12.13,,,V,SFK,V,V 121,126,PE1997,,,,V,,,,LX CYG,,STD,,,,
2451850.61,12.33,,,V,ZRE,,1190,,,,,,V,,,,LX CYG,,STD,,,,
2451852.4,13,,,Vis.,MOI,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2451858.7,13.5,,,V,JM,,133,137,,,,,V,,,,LX CYG,,STD,,,,
2451871.3,13.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451871.49,13.2,,,Vis.,SCE,,,,,122002345,,,V,,,,LX CYG,,STD,,,,
2451872.514,12.37,,,V,ZRE,,1190,,,,,,V,,,,LX CYG,,STD,,,,
2451873.335,13.8,,,Vis.,DPA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451873.5,13.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451879.3,13.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451879.7,12.4,,,V,JM,,121,126,,,,,V,,,,LX CYG,,STD,,,,
2451880.513,12,,,V,GKA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451880.513,12,,,V,GKA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451881.52,12.4,,,V,ZRE,,1190,,,,,,V,,,,LX CYG,,STD,,,,
2451893.4,13.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451897.515,12.5,,,V,ZRE,,1190,,,,,,V,,,,LX CYG,,STD,,,,
2451898.2,13.6,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451898.6,13.7,,,V,JM,,133,137,,,,,V,,,,LX CYG,,STD,,,,
2451900.297,14,,,Vis.,DPA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451904.4,13.6,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451907.265,14.1,,,Vis.,DPA,,,,,,,,V,,,,LX CYG,,STD,,,,
2451909.3,13.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451912.557,13.5,,,Vis.,SXN,,137,133,PE97,,,,V,,,,LX CYG,,STD,,,,
2451916.2,13.5,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451925.3,13.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451974.7,11.9,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2451980.88,11.84,,,V,ZRE,,,,,,,,V,,,,LX CYG,,STD,,,,
2451980.919,11.34,,,V,ZRE,,1190,,,,,,V,,,,LX CYG,,STD,,,,
2451993.884,11.28,,,V,ZRE,,1190,,,,,,V,,,,LX CYG,,STD,,,,
2452002.818,11.24,,,V,ZRE,,1090,,,,,,V,,,,LX CYG,,STD,,,,
2452012.6,11.7,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452020.6,11.6,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452031.5,11.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452031.814,11.14,,,V,ZRE,,920,,,,,,V,,,,LX CYG,,STD,,,,
2452037.6,11.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452040.826,10.86,,,V,ZRE,,920,,,,,,V,,,,LX CYG,,STD,,,,
2452041.5,11.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452046.5,11.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452050.5,11.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452053.4,10.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452054.548,10.7,,,Vis.,BMM,,100,109,PE1100,,,,V,,,,LX CYG,,STD,,,,
2452061.756,9.88,,,V,ZRE,,920,,,,,,V,,,,LX CYG,,STD,,,,
2452063.4,10.2,,,Vis.,GUN,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452071.805,9.56,,,V,ZRE,,920,,,,,,V,,,,LX CYG,,STD,,,,
2452084.484,10.2,,,Vis.,DPA,,9.7  10.0,,PB0597,,,,V,,,,LX CYG,,STD,,,,
2452084.497,10,,,Vis.,HHU,,9.7-10.7,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452086.663,9.3,,,V,ZRE,,920,,,,,,V,,,,LX CYG,,STD,,,,
2452089.4,9.5,,,Vis.,GUN,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452092.5,9.8,,,Vis.,VED,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452093.5,9.6,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452093.565,10.3,,,Vis.,DPA,,10.0  10.7,,PB0597,,,,V,,,,LX CYG,,STD,,,,
2452097.762,9.33,,,V,ZRE,,920,,,,,,V,,,,LX CYG,,STD,,,,
2452100.4,9.6,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452106.5,9.8,,,Vis.,MOI,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452107.5,9.7,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452110.451,9.6,,,Vis.,SBX,,92,97,PB1997,,,,V,,,,LX CYG,MCSE,STD,,,,
2452112.409,9.5,,,Vis.,KKI,,91,100,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452112.763,9.8,,,Vis.,SXN,,97,100,PE97,,,,V,,,,LX CYG,,STD,,,,
2452113.4,9.7,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452113.4,9.4,,,Vis.,SCZ,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452115.5,9.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452116.4,9.7,,,Vis.,GUN,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452118.468,10.2,,,Vis.,DPA,,10.0  10.7,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452119.4,9.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452120.463,9.9,,,Vis.,HHU,,9.7-10.7,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452120.736,9.46,,,V,ZRE,,920,,,,,,V,,,,LX CYG,,STD,,,,
2452121.388,9.4,,,Vis.,KKI,M,92,97,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452121.804,10.2,,,Vis.,HUZ,,102,107,PE97,,,,V,,,,LX CYG,,STD,,,,
2452123.4,9.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452125.5,9.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452127.658,9.06,,,V,WGR,,137,119,P,,,,V,,,,LX CYG,,STD,,,,
2452132.6,9.9,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452133.569,10.3,,,Vis.,HHU,,9.7-10.8,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452137.435,9.9,,,Vis.,DPA,,9.7  10.0,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452138.4,10,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452142.636,10.8,,,Vis.,FXJ,,108,111,PE 5/97,,,,V,,,,LX CYG,,STD,,,,
2452143.378,9.6,,,Vis.,KKI,,92,97,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452144.726,9.66,,,V,ZRE,,920,,,,,,V,,,,LX CYG,,STD,,,,
2452145.6,10.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452145.733,10.5,,,Vis.,SXN,,108,100,PE97,,,,V,,,,LX CYG,,STD,,,,
2452146.5,10.2,,,Vis.,VED,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452146.506,10.2,,,Vis.,HHU,,9.7-10.8,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452149.437,10.2,,,Vis.,DPA,,9.7  10.0,,PB0597,,,,V,,,,LX CYG,,STD,,,,
2452150.5,10.4,,,Vis.,KVI,,,,,,,,V,,,,LX CYG,MCSE,STD,,,,
2452151.3,10.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452157.4,10.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452158.751,9.81,,,V,ZRE,,920,,,,,,V,,,,LX CYG,,STD,,,,
2452163.4,10.4,,,Vis.,MOI,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452166.642,10.4,,,Vis.,FXJ,,100,107,PE 5/97,,,,V,,,,LX CYG,,STD,,,,
2452167.3,10.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452170.707,9.8,,,V,ZRE,,920,,,,,,V,,,,LX CYG,,STD,,,,
2452172.4,10.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452175.391,10.1,,,Vis.,HHU,,9.7-10.7,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452177.4,10.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452180.525,10.3,,,Vis.,HHU,,10.0-10.7,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452182.561,9.94,,,V,ZRE,,920,,,,,,V,,,,LX CYG,,STD,,,,
2452182.655,9.72,,,V,WGR,,137,119,P,,,,V,,,,LX CYG,,STD,,,,
2452185.665,9.34,,,V,GKA,,137,119,5/97,,,,V,,,,LX CYG,,STD,,,,
2452186.3,10.5,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452187.602,9.6,,,V,WGR,,137,119,P,,,,V,,,,LX CYG,,STD,,,,
2452189.54,9.89,,,V,OFA,,92,119,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452189.643,9.61,,,V,WGR,,137,119,P,,,,V,,,,LX CYG,,STD,,,,
2452190.636,9.83,,,V,ZRE,,920,,,,,,V,,,,LX CYG,,STD,,,,
2452191.3,10.7,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452191.605,9.66,,,V,WGR,,137,119,P,,,,V,,,,LX CYG,,STD,,,,
2452191.789,9.6,,,V,SFK,,119,121,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452193.3,10.2,,,Vis.,VED,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452193.37,10.3,,,Vis.,HHU,,9.7-10.7,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452199.2,10.6,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452201.583,9.79,,,V,WGR,,137,119,P,,,,V,,,,LX CYG,,STD,,,,
2452202.272,10.6,,,Vis.,DPA,,10.0  10.7,,PB0597,,,,V,,,,LX CYG,,STD,,,,
2452203.553,10.18,,,V,ZRE,,920,,,,,,V,,,,LX CYG,,STD,,,,
2452203.743,9.9,,,V,SFK,,111,123,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452206.4,10.2,,,Vis.,VED,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452209.2,10.6,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452209.683,10,,,V,SFK,,111,108,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452216.569,9.87,,,V,GKA,,137,119,5/97,,,,V,,,,LX CYG,,STD,,,,
2452219.2,10.7,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452220.611,10.38,,,V,ZRE,,9200,,,,,,V,,,,LX CYG,,STD,,,,
2452221.639,9.95,,,V,WGR,,137,119,P,,,,V,,,,LX CYG,,STD,,,,
2452224.618,9.87,,,V,GKA,,137,123,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452228.3,10.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452228.321,11,,,Vis.,HHU,,10.8-11.1,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452229.7,10.6,,,Vis.,SRB,,108,97,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452231.615,10.54,,,V,ZRE,,920,,,,,,V,,,,LX CYG,,STD,,,,
2452233.4,10.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452233.7,10.1,,,V,JM,,97,107,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452240.3,10.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452245.4,10.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452245.571,10.4,,,V,ZRE,,891,,,,,,V,,,,LX CYG,,STD,,,,
2452250.324,10.9,,,Vis.,HHU,,10.8-11.1,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452251.4,10.9,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452251.631,10.31,,,V,WGR,,137,119,P,,,,V,,,,LX CYG,,STD,,,,
2452253.24,11.7,,,Vis.,DPA,,11.1  11.9,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452253.585,10.11,,,V,GKA,,137,119,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452257.269,11,,,Vis.,HHU,,10.8-11.1,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452257.3,11.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452259.3,11,,,Vis.,GUN,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452260.285,11.2,,,Vis.,DPA,,11.1  11.9,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452262.3,11.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452264.558,10.22,,,V,GKA,,137,119,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452268.54,10.71,,,V,ZRE,,891,,,,,,V,,,,LX CYG,,STD,,,,
2452277.3,11.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452278.29,11.3,,,Vis.,DPA,,11.1  11.9,,PB0597,,,,V,,,,LX CYG,,STD,,,,
2452278.578,11.4,,,Vis.,SXN,,107,113,PE97,,,,V,,,,LX CYG,,STD,,,,
2452291.2,12,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452293.521,10.87,,,V,ZRE,,11856,,,,,,V,,,,LX CYG,,STD,,,,
