JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2452297.3,11.7,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452308.2,11.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452319.7,11.9,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452335.935,11.31,,,V,ZRE,,11.858,,,,,,V,,,,LX CYG,,STD,,,,
2452356.6,12.7,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452366.823,11.79,,,V,ZRE,,1156,,,,,,V,,,,LX CYG,,STD,,,,
2452368.6,13.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452381.845,12.01,,,V,ZRE,,1186,,,,,,V,,,,LX CYG,,STD,,,,
2452398.816,12.14,,,V,ZRE,,11858,,,,,,V,,,,LX CYG,,STD,,,,
2452407.5,13.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452426.4,13.6,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452427.528,14,,,Vis.,HHU,,13.8,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452428.801,12.3,,,V,ZRE,,11858,,,,,,V,,,,LX CYG,,STD,,,,
2452441.74,<14.0,,,Vis.,SXN,,138,140,PE97,,,,V,,,,LX CYG,,STD,,,,
2452445.717,12.8,,,V,ZRE,,1186,,,,,,V,,,,LX CYG,,STD,,,,
2452447.4,13.5,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452456.8,<13.8,,,Vis.,SRB,,138,,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452466.4,12.6,,,Vis.,GUN,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452467.489,14.2,,,Vis.,HHU,,13.8,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452471.5,13,,,Vis.,MOI,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452475.5,13.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452483.4,14,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452494.821,14,,,Vis.,HED,,138,,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452495.705,12.87,,,V,WGR,,137,119,P,,,,V,,,,LX CYG,,STD,,,,
2452498.087,<12.6,,,Vis.,YRK,,126,,ER5-97,,,,V,,,,LX CYG,,STD,,,,
2452500.4,13.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452500.583,14.1,,,Vis.,POX,,138,,PE81,,,,V,,,,LX CYG,,STD,,,,
2452501.642,12.52,,,V,GKA,,137,119,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452504.511,14.5,,,Vis.,BMM,,143,146,PF1200,,,,V,,,,LX CYG,,STD,,,,
2452510.635,12.66,,,V,ZRE,,1186,,,,,,V,,,,LX CYG,,STD,,,,
2452514.7,13.3,,,Vis.,SRB,SZ,133,137,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452517.82,14,,,Vis.,SXN,,138,140,PE97,,,,V,,,,LX CYG,,STD,,,,
2452519.4,13.1,,,Vis.,MOI,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452524.627,12.62,,,V,WGR,,137,119,P,,,,V,,,,LX CYG,,STD,,,,
2452527.029,12.8,,,Vis.,YRK,,128,,ER5-97,,,,V,,,,LX CYG,,STD,,,,
2452530.699,12.48,,,V,ZRE,,11858,,,,,,V,,,,LX CYG,,STD,,,,
2452532.4,12.8,,,Vis.,CJE,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452533.3,13.7,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452540.69,12.24,,,V,GKA,,137,119,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452541.4,13.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452542.628,12.27,,,V,ZRE,,11858,,,,,,V,,,,LX CYG,,STD,,,,
2452546.522,12.22,,,V,WGR,,137,119,P,,,,V,,,,LX CYG,,STD,,,,
2452547.4,13.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452552.4,13.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452555.3,12.6,,,Vis.,GUN,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452557.45,13,,,Vis.,HHU,,12.6-13.3,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452558.4,13.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452559.596,11.9,,,V,GKA,,137,119,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452569.645,12,,,V,ZRE,,11858,,,,,,V,,,,LX CYG,,STD,,,,
2452571.3,13.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452580.664,11.76,,,V,GKA,,137,119,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452581.453,12.03,,,V,WGR,,137,119,P,,,,V,,,,LX CYG,,STD,,,,
2452601.632,11.98,,,V,GKA,,137,119,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452606.581,11.94,,,V,ZRE,,11858,,,,,,V,,,,LX CYG,,STD,,,,
2452620.599,11.57,,,V,GKA,,137,119,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452626.507,11.51,,,V,ZRE,,11858,,,,,,V,,,,LX CYG,,STD,,,,
2452631.3,11.8,,,Vis.,CJE,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452638.496,10.91,,,V,ZRE,,11858,,,,,,V,,,,LX CYG,,STD,,,,
2452652.281,11.3,,,Vis.,HHU,,11.1-11.9,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452664.2,11.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452670.458,10.22,,,V,ZRE,,891,,,,,,V,,,,LX CYG,,STD,,,,
2452671.2,11.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452683.7,10.7,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452695.7,10.6,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452711.7,10.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452714.856,10.1,,,V,ZRE,,891,,,,,,V,,,,LX CYG,,STD,,,,
2452722.7,10.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452730.835,10.18,,,V,ZRE,,891,,,,,,V,,,,LX CYG,,STD,,,,
2452738.619,10.9,,,Vis.,MGH,,,,,,,,V,,,,LX CYG,,STD,,,,
2452742.881,10.27,,,V,ZRE,,891,,,,,,V,,,,LX CYG,,STD,,,,
2452746.6,10.9,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452758.763,10.21,,,V,ZRE,,891,,,,,,V,,,,LX CYG,,STD,,,,
2452762.584,10.9,,,Vis.,MGH,,,,,,,,V,,,,LX CYG,,STD,,,,
2452766.6,10.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452775.5,10.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452779.465,10.7,,,Vis.,MGH,,,,,,,,V,,,,LX CYG,,STD,,,,
2452779.825,10.29,,,V,ZRE,,891,,,,,,V,,,,LX CYG,,STD,,,,
2452793.749,10.27,,,V,ZRE,,891,,,,,,V,,,,LX CYG,,STD,,,,
2452807.5,11.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452810.493,10.9,,,Vis.,MGH,,,,,,,,V,,,,LX CYG,,STD,,,,
2452810.79,10.7,,,Vis.,SXN,,107,108,PE97,,,,V,,,,LX CYG,,STD,,,,
2452811.5,10.8,,,Vis.,POX,,108,111,PE81,,,,V,,,,LX CYG,,STD,,,,
2452812.458,11.3,,,Vis.,HHU,,11.1-11.9,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452814.517,10.9,,,Vis.,MGH,,,,,,,,V,,,,LX CYG,,STD,,,,
2452815.456,11.2,,,Vis.,DPA,,10.8  11.1,,PE1100,,,,V,,,,LX CYG,,STD,,,,
2452817.5,11.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452818.451,10.9,,,Vis.,MGH,,,,,,,,V,,,,LX CYG,,STD,,,,
2452822.777,11,,,Vis.,SRB,,111,108,E6/97,,,,V,,,,LX CYG,,STD,,,,
2452824.4,10.7,,,Vis.,GUN,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452826.938,11.3,,,Vis.,SRB,,111,119,E5/97,,,,V,,,,LX CYG,,STD,,,,
2452827.519,10.9,,,Vis.,MGH,,,,,,,,V,,,,LX CYG,,STD,,,,
2452835.5,11.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452835.543,11.3,,,Vis.,HHU,,11.1-11.9,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452839.494,11.1,,,Vis.,DPA,,10.8  11.1,,PB0597,,,,V,,,,LX CYG,,STD,,,,
2452840.5,11.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452841.5,11.9,,,Vis.,KTZ,,111,123,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452848.5,11.4,,,Vis.,KTZ,,108,111,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452850.5,11.1,,,Vis.,GUN,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452853.445,12.3,,,Vis.,DPA,,12.1  12.3,,PE1100,,,,V,,,,LX CYG,,STD,,,,
2452854.452,11.1,,,Vis.,MGH,,,,,,,,V,,,,LX CYG,,STD,,,,
2452855.4,11.4,,,Vis.,KTZ,,107,113,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452855.507,11.3,,,Vis.,HHU,,11.1-11.9,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452859.4,11.4,,,Vis.,KTZ,,107,113,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452862.4,11.5,,,Vis.,KTZ,M,111,113,PE1997,OON:,,,V,,,,LX CYG,,STD,,,,
2452862.701,10.69,,,V,GKA,,137,119,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452864.754,11.4,,,Vis.,SXN,,111,119,PE97,,,,V,,,,LX CYG,,STD,,,,
2452866.453,11,,,Vis.,MGH,,,,,,,,V,,,,LX CYG,,STD,,,,
2452872.714,10.84,,,V,GKA,,137,119,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452875.57,11.3,,,Vis.,HHU,,11.1-11.9,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452877.416,11.7,,,Vis.,DPA,,11.1  11.9,,PE1100,,,,V,,,,LX CYG,,STD,,,,
2452877.5,11.9,,,Vis.,KTZ,,121,,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452880.749,11.9,,,Vis.,SRB,,121,119,E5/97,,,,V,,,,LX CYG,,STD,,,,
2452882.3,12.2,,,Vis.,KTZ,,121,123,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452882.42,11.2,,,Vis.,MGH,,,,,,,,V,,,,LX CYG,,STD,,,,
2452884.652,10.79,,,V,GKA,,137,119,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452885.3,11.7,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452885.396,11.6,,,Vis.,HHU,,11.1-11.9,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452887.345,12.2,,,Vis.,DPA,,12.1  12.3,,PE1100,,,,V,,,,LX CYG,,STD,,,,
2452887.575,12.3,,,Vis.,BOS,,121,126,PE0597,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452888.785,11.01,,,V,ZRE,,,,,,,,V,,,,LX CYG,,STD,,,,
2452889.3,12.4,,,Vis.,KTZ,,123,,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452896.708,12.1,,,Vis.,SRB,,121,119,E5/97,,,,V,,,,LX CYG,,STD,,,,
2452900.4,11.8,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452901.328,12.4,,,Vis.,DPA,,12.1  12.3,,PE1100,,,,V,,,,LX CYG,,STD,,,,
2452901.4,11.3,,,Vis.,GUN,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452901.681,11.06,,,V,GKA,,137,119,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452901.691,11.09,,,V,GKA,,137,119,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452903.397,10.9,,,Vis.,KIS,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2452903.449,12.1,,,Vis.,HHU,,11.9-12.3,,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452907.4,11.9,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452908.3,12.4,,,Vis.,KTZ,,123,126,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452913.292,12.8,,,Vis.,POX,,126,,PE81,,,,V,,,,LX CYG,,STD,,,,
2452913.4,12.5,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452913.585,11.35,,,V,GKA,,137,119,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452915.677,11.33,,,V,ZRE,,,,,,,,V,,,,LX CYG,,STD,,,,
2452916.2,12.4,,,Vis.,KTZ,,123,,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452918.702,12.6,,,Vis.,HUZ,M,123,126,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452918.756,12.4,,,Vis.,SXN,,123,128,PE00,,,,V,,,,LX CYG,,STD,,,,
2452921.58,11.24,,,V,GKA,,137,119,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452923.601,11.29,,,V,GKA,,137,119,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2452924.648,12.3,,,Vis.,SRB,,121,123,E5/97,,,,V,,,,LX CYG,,STD,,,,
2452925.567,11.31,,,V,GKA,,137,119,PE5/97,EROR: .02,,,V,,,,LX CYG,,STD,,,,
2452927.4,12.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452929.365,12.4,,,Vis.,HHU,,121,126,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452931.2,12.5,,,Vis.,KTZ,,123,126,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452931.262,13,,,Vis.,DPA,,126,133,PE1100,,,,V,,,,LX CYG,,STD,,,,
2452932.613,11.44,0.05,,V,GKA,,137,119,PE5/97,ERR: .05,,,V,,,,LX CYG,,STD,,,,
2452934.4,13,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452934.8,11.3,,,V,JM,,111,119,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452941.272,13.1,,,Vis.,DPA,,126,133,PE1100,,,,V,,,,LX CYG,,STD,,,,
2452941.4,13.1,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452943.75,11.3,,,V,JM,,111,119,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452952.585,12.9,,,Vis.,SXN,,128,131,PF00,,,,V,,,,LX CYG,,STD,,,,
2452952.619,11.6,,,V,ZRE,,,,,,,,V,,,,LX CYG,,STD,,,,
2452953.73,11.7,,,V,JM,,111,119,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452958.399,13,,,Vis.,HHU,,126,133,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452966.71,11.8,,,V,JM,,111,119,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452968.649,11.84,0.05,,V,GKA,,137,119,PE5/97,ERR: .05,,,V,,,,LX CYG,,STD,,,,
2452972.3,13.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452975.69,12,,,V,JM,,119,121,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452984.2,13.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452991.3,13.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2452991.349,13.6,,,Vis.,HHU,,133,138,PE0597,,,,V,,,,LX CYG,,STD,,,,
2452991.64,12.1,,,V,JM,,119,121,PE1997,,,,V,,,,LX CYG,,STD,,,,
2452993.554,11.82,0.01,,V,GKA,,137,119,PE5/97,ERR: .01,,,V,,,,LX CYG,,STD,,,,
2452995.3,13,,,Vis.,MOI,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453029.3,<13.9,,,Vis.,MOI,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453093.657,13.8,,,Vis.,BMM,,135,140,E040110,,,,V,,,,LX CYG,,STD,,,,
2453142.5,12.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453144.951,11.3,,,V,JM,,112,123,SEF0401,,,,V,,,,LX CYG,,STD,,,,
2453145.539,12.5,,,Vis.,HHU,,123,127,F040110,,,,V,,,,LX CYG,,STD,,,,
2453152.535,12.5,,,Vis.,HHU,,123,127,F040110,,,,V,,,,LX CYG,,STD,,,,
2453154.5,12.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453165.654,11.3,0.021,,V,ZRE,,11858,,,ERR:  0.021,,,V,,,,LX CYG,,STD,,,,
2453170.561,12.5,,,Vis.,HHU,,123,127,E040111,,,,V,,,,LX CYG,,STD,,,,
2453180.679,11.26,0.015,,V,ZRE,,11858,,,ERR:  0.015,,,V,,,,LX CYG,,STD,,,,
2453186.4,12.1,,,Vis.,MRX,,119/123,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453192.5,12,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453193.4,12.4,,,Vis.,KTZ,,123,126,PE1997,,,,V,,,,LX CYG,,STD,,,,
2453200.44,12.4,,,Vis.,HHU,,123,127,F040110,,,,V,,,,LX CYG,,STD,,,,
2453207.548,10.98,,,V,DPP,,108,111,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2453208.444,12.5,,,Vis.,KSR,,,,,,,,V,,,,LX CYG,MCSE,STD,,,,
2453210.401,11.5,,,Vis.,DPA,,111,119,PE1100,,,,V,,,,LX CYG,,STD,,,,
2453213.417,11.5,,,Vis.,HHU,,112,120,E040111,,,,V,,,,LX CYG,,STD,,,,
2453213.469,10.83,,,V,DPP,,119,111,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2453214.4,11.3,,,Vis.,MRX,,111/119,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453214.5,11.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453215.376,10.63,,,V,DPP,,108,111,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2453216.46,10.58,,,V,DPP,,108,111,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2453220.424,10.46,,,V,DPP,,108,111,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2453225.5,11.1,,,Vis.,KTZ,,111,,PE1997,,,,V,,,,LX CYG,,STD,,,,
2453226.4,10.6,,,Vis.,MRX,,97/107,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453226.564,10.58,,,V,DPP,,111,119,PE10/96,,,,V,,,,LX CYG,,STD,,,,
2453226.662,12.25,0.006,,V,ZRE,,891,,,ERR: 0.006,,,V,,,,LX CYG,,STD,,,,
2453227.6,10.6,,,Vis.,JLR,,102,109,B,,,,V,,,,LX CYG,,STD,,,,
2453229.5,10.9,,,Vis.,KTZ,,108,111,PE1997,,,,V,,,,LX CYG,,STD,,,,
2453233.398,10.7,,,Vis.,AAM,,95,109,E04,,,,V,,,,LX CYG,,STD,,,,
2453233.4,10.5,,,Vis.,MRX,,97/107,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453234.5,11.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453235.6,10,,,Vis.,JLR,,97,102,B,,,,V,,,,LX CYG,,STD,,,,
2453236.521,9.93,,,V,CUA,K,110,109,AVSOMAT,,,,V,,,,LX CYG,,STD,,,,
2453236.522,9.92,,,V,CXR,K,110,109,AVSOMAT,,,,V,,,,LX CYG,,STD,,,,
2453237.51,9.89,,,V,CUA,K,110,109,AVSOMAT,,,,V,,,,LX CYG,,STD,,,,
2453237.51,9.91,,,V,CXR,K,110,109,AVSOMAT,,,,V,,,,LX CYG,,STD,,,,
2453237.512,7.3,,,I,CXR,K,,,GCX,,,,V,,,,LX CYG,,STD,,,,
2453237.512,7.3,,,I,CXR,K,,,GCX,,,,V,,,,LX CYG,,STD,,,,
2453239.404,11.3,,,Vis.,HHU,,109,116,E040111,,,,V,,,,LX CYG,,STD,,,,
2453240.3,10.6,,,Vis.,KTZ,,108,,PB1997,,,,V,,,,LX CYG,,STD,,,,
2453240.367,9.79,,,V,DPP,,108,111,PE5/97,,,,V,,,,LX CYG,,STD,,,,
2453240.4,10.4,,,Vis.,MRX,,97/107,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453241.5,10.1,,,Vis.,JLR,,97,102,B,,,,V,,,,LX CYG,,STD,,,,
2453245.4,10.3,,,Vis.,MRX,,97/107,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453250.5,10.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453250.6,10,,,Vis.,JLR,,95,102,B,,,,V,,,,LX CYG,,STD,,,,
2453251.356,10.05,,,V,DPP,,108,111,PE10/96,,,,V,,,,LX CYG,,STD,,,,
2453251.384,10.6,,,Vis.,AAM,,95,109,E04,,,,V,,,,LX CYG,,STD,,,,
2453254.4,10.4,,,Vis.,MRX,,97/107,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453255.537,10.16,,,V,DPP,,108,111,PF5/97,,,,V,,,,LX CYG,,STD,,,,
2453255.74,10.6,,,Vis.,SRB,S,109,97,E040110,,,,V,,,,LX CYG,,STD,,,,
2453256.3,10.7,,,Vis.,KTZ,,109,,SE2004,,,,V,,,,LX CYG,,STD,,,,
2453256.4,10.4,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453256.444,10.5,,,Vis.,HHU,,109,,E040111,,,,V,,,,LX CYG,,STD,,,,
2453257.341,10.6,,,Vis.,DPA,,100,107,PE1100,,,,V,,,,LX CYG,,STD,,,,
2453257.688,9.78,,,V,GKA,,144,127,40110,,,,V,,,,LX CYG,,STD,,,,
2453258.4,10.5,,,Vis.,MOI,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453259.3,10.7,,,Vis.,KTZ,,109,,SE2004,,,,V,,,,LX CYG,,STD,,,,
2453259.726,9.75,0.004,,V,ZRE,,891,,,ERR: .004,,,V,,,,LX CYG,,STD,,,,
2453261.472,9.75,,,V,CUA,K,110,109,AVSOMAT,,,,V,,,,LX CYG,,STD,,,,
2453261.472,9.74,,,V,CXR,K,110,109,AVSOMAT,,,,V,,,,LX CYG,,STD,,,,
2453261.472,13.83,,,B,CXR,K,,,GCX,,,,V,,,,LX CYG,,STD,,,,
2453261.473,13.96,,,B,CXR,K,,,GCX,,,,V,,,,LX CYG,,STD,,,,
2453261.473,8.5,,,R,CXR,K,,,GCX,,,,V,,,,LX CYG,,STD,,,,
2453261.474,8.5,,,R,CXR,K,,,GCX,,,,V,,,,LX CYG,,STD,,,,
2453261.474,7.2,,,I,CXR,K,,,GCX,,,,V,,,,LX CYG,,STD,,,,
2453263.3,10.6,,,Vis.,KTZ,,90,109,SE2004,,,,V,,,,LX CYG,,STD,,,,
2453266.3,10.6,,,Vis.,KTZ,,90,109,SE2004,,,,V,,,,LX CYG,,STD,,,,
2453266.4,10.4,,,Vis.,MRX,,97/107,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453268.362,10.7,,,Vis.,DPA,,100,107,PE1100,,,,V,,,,LX CYG,,STD,,,,
2453279.619,9.73,0.01,,V,GKA,,127,109,40110,ERR: .01,,,V,,,,LX CYG,,STD,,,,
2453280.589,9.71,0.005,,V,ZRE,,891,,,ERR: 0.005,,,V,,,,LX CYG,,STD,,,,
2453281.351,9.75,0.07,,V,DPP,,111,108,PE5/97,ERR: 0.07,,,V,,,,LX CYG,,STD,,,,
2453282.3,10.4,,,Vis.,MRX,,97/107,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453284.458,10.5,,,Vis.,POX,,108,,PE81,,,,V,,,,LX CYG,,STD,,,,
2453285.3,10.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453285.3,10.5,,,Vis.,KTZ,,90,109,SE2004,,,,V,,,,LX CYG,,STD,,,,
2453288.662,9.71,0.03,,V,GKA,,127,109,40110,ERR: .03,,,V,,,,LX CYG,,STD,,,,
2453289.471,9.73,0.08,,V,DPP,,111,108,PE5/97,ERR: 0.08,,,V,,,,LX CYG,,STD,,,,
2453290.3,10.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453291.4,10.4,,,Vis.,MRX,,97/107,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453298.4,10.2,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453300.349,10.3,,,Vis.,HHU,,97,109,ER040110,,,,V,,,,LX CYG,,STD,,,,
2453301.4,10.5,,,Vis.,MRX,,97/107,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453303.643,9.73,0.01,,V,GKA,,127,109,40110,ERR: .01,,,V,,,,LX CYG,,STD,,,,
2453305.3,10.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453305.408,9.96,0.04,,V,DPP,,111,108,PE5/97,ERR: 0.04,,,V,,,,LX CYG,,STD,,,,
2453311.648,10.5,,,Vis.,SRB,,109,95,E040110,,,,V,,,,LX CYG,,STD,,,,
2453314.2,10.4,,,Vis.,MRX,,97/107,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453316.672,9.77,0.01,,V,GKA,,127,109,40110,ERR: .01,,,V,,,,LX CYG,,STD,,,,
2453320.4,10.6,,,Vis.,BIC,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453321.3,10.3,,,Vis.,CMG,,,,,,,,V,,,,LX CYG,KNVWS,STD,,,,
2453323.4,10.8,,,Vis.,MOI,,,,,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453324.4,10.4,,,Vis.,MRX,,97/107,,P/E/1981,,,,V,,,,LX CYG,AFOEV,STD,,,,
2453324.421,9.8,0.03,,V,DPP,,111,108,PE5/97,ERR: 0.03,,,V,,,,LX CYG,,STD,,,,
2453324.5,10,,,Vis.,JLR,,95,97,B,,,,V,,,,LX CYG,,STD,,,,
