2995.65953 20.382 0.093
3326.68734 20.218 0.052
3331.79351 20.305 0.077
3341.79864 20.090 0.068
3352.68830 20.387 0.085
3357.69035 20.221 0.056
3362.76479 20.348 0.082
3369.78746 20.153 0.089
3376.67820 20.433 0.061
3383.75457 20.196 0.043
3389.72516 20.515 0.070
3713.73871 20.263 0.049
3721.74091 20.238 0.084
3732.63939 20.461 0.070
3740.62710 20.603 0.061
3749.67969 19.993 0.112
3756.69523 20.592 0.086
3762.75039 20.333 0.058
3772.75021 20.207 0.049
4058.68085 20.324 0.047
4072.71956 20.335 0.113
4078.71303 20.587 0.147
4109.69792 20.598 0.093
4120.71394 20.449 0.054
4393.79348 20.389 0.057
4403.81485 20.551 0.122
4418.75595 20.502 0.058
4426.84757 20.866 0.105
4432.80807 20.221 0.083
4442.78178 20.684 0.082
4454.67344 20.510 0.105
4463.70068 20.420 0.095
4470.63762 20.345 0.063
4480.69933 20.221 0.046
4484.78111 20.402 0.061
4488.70289 20.224 0.152
4511.54279 20.338 0.097
4741.83015 20.675 0.087
4747.76066 20.350 0.058
4748.78525 20.283 0.055
4749.70309 20.355 0.116
4779.69797 20.271 0.072
4780.70982 20.669 0.134
4781.71077 20.275 0.097
4782.64420 20.586 0.172
4782.84685 20.303 0.086
4783.66718 20.240 0.127
4783.85594 20.261 0.122
4784.67938 20.284 0.190
4786.70194 20.244 0.092
4787.67780 20.114 0.087
4797.75742 20.227 0.051
4858.67881 20.435 0.084
4858.78746 20.120 0.050
4859.62584 20.130 0.062
4861.68475 20.373 0.058
4861.72364 20.422 0.076
4895.56720 20.232 0.069
4914.52623 20.488 0.083
4915.59054 21.211 0.154
4916.50111 20.099 0.057
4916.57816 20.258 0.056
4917.51027 20.174 0.055
4918.50984 20.258 0.057
4928.50909 20.386 0.105
4929.48085 20.023 0.121
4930.48401 20.312 0.165
4931.48443 20.771 0.268
