2166.83000 18.385 0.039
2172.87877 18.491 0.037
2189.83600 18.784 0.068
2191.87033 18.456 0.034
2200.87108 18.529 0.038
2212.78503 18.400 0.039
2217.76995 18.578 0.054
2223.79023 18.407 0.037
2226.76508 18.491 0.049
2228.80859 18.650 0.049
2232.74223 18.395 0.034
2234.73600 18.434 0.037
2238.68682 18.899 0.056
2240.81574 18.363 0.037
2242.82154 18.471 0.054
2249.75477 18.401 0.035
2251.78724 18.423 0.035
2253.74770 18.406 0.029
2255.85744 18.828 0.063
2258.66437 18.456 0.034
2261.64998 18.423 0.042
2265.75201 19.051 0.063
2271.66511 18.402 0.038
2273.66082 18.393 0.041
2274.61289 18.519 0.063
2275.77108 18.625 0.049
2277.76586 18.410 0.037
2277.78046 18.411 0.035
2279.77094 18.360 0.034
2281.78483 18.366 0.032
2283.78794 18.903 0.045
2289.71709 18.430 0.036
2291.72452 18.509 0.056
2293.69664 19.079 0.085
2295.72341 18.453 0.032
2297.71427 18.371 0.038
2299.73666 18.358 0.033
2302.58393 18.446 0.042
2317.63347 18.373 0.033
2326.55254 18.369 0.039
2338.52022 18.409 0.050
2344.51302 18.450 0.041
2354.51482 18.507 0.075
2368.49881 18.510 0.072
2401.50085 18.405 0.048
2520.90966 18.377 0.045
2521.88902 18.386 0.036
2537.84238 18.484 0.066
2539.81721 18.421 0.050
2542.80957 18.489 0.040
2545.79124 18.587 0.055
2551.85594 18.498 0.038
2555.87998 18.336 0.038
2559.78889 18.475 0.046
2563.83910 18.578 0.052
2577.82868 18.439 0.040
2580.85813 18.994 0.053
2589.76518 18.466 0.038
2599.82575 18.970 0.061
2609.63821 18.583 0.067
2617.79428 18.605 0.062
2620.76236 18.523 0.038
2623.70670 18.368 0.039
2627.60289 18.442 0.065
2629.62762 18.999 0.085
2634.67175 18.374 0.033
2637.69777 18.814 0.051
2639.81257 18.436 0.032
2641.63520 18.392 0.035
2643.64623 18.350 0.034
2645.63896 18.479 0.041
2646.66638 18.504 0.042
2650.72288 18.435 0.053
2652.71366 18.346 0.042
2654.81744 18.629 0.050
2657.73196 18.644 0.063
2659.70095 18.404 0.038
2661.80065 18.464 0.045
2665.77061 19.032 0.063
2667.80419 18.440 0.047
2673.67980 18.447 0.059
2675.70673 19.038 0.055
2677.74140 18.488 0.056
2679.73210 18.396 0.039
2681.74880 18.495 0.044
2686.55749 19.124 0.118
2695.56632 19.014 0.067
2700.51734 18.350 0.051
2705.58926 18.689 0.053
2712.55174 18.486 0.053
2734.50144 18.704 0.078
2884.84477 18.389 0.037
2890.81255 18.437 0.054
2895.84823 18.426 0.040
2900.80391 18.445 0.039
2906.83486 18.884 0.045
2910.86833 18.418 0.031
2915.86450 18.946 0.047
2921.86679 18.435 0.042
2925.81231 19.003 0.058
2929.85422 18.385 0.036
2933.79386 18.480 0.035
2939.80236 18.342 0.042
2942.77779 18.472 0.038
2946.79821 18.415 0.043
2948.84329 18.382 0.035
2952.78258 18.509 0.047
2955.83961 18.512 0.062
2957.76714 18.434 0.044
2961.75050 18.398 0.042
2963.80875 18.784 0.065
2966.74811 18.393 0.028
2970.76218 18.443 0.032
2974.67686 18.681 0.042
2975.80200 18.376 0.037
2979.83846 18.429 0.036
2981.84571 18.972 0.120
2983.74649 18.576 0.048
2986.72894 18.405 0.041
2988.69586 18.381 0.031
2990.72048 18.500 0.037
2992.71733 18.809 0.049
2994.80807 18.378 0.032
2996.68355 18.380 0.033
2998.66687 18.379 0.035
3000.68367 18.622 0.041
3002.67087 18.642 0.042
3004.67061 18.410 0.032
3006.61633 18.394 0.030
3010.69090 19.131 0.092
3012.78636 18.315 0.058
3016.70506 18.388 0.036
3018.69488 18.526 0.042
3020.77027 18.534 0.045
3022.79668 18.364 0.043
3024.74533 18.396 0.034
3026.71437 18.455 0.032
3028.75007 18.963 0.043
3030.75512 18.463 0.033
3033.67704 18.370 0.028
3035.68325 18.432 0.041
3038.66691 18.823 0.074
3041.56404 18.460 0.050
3043.59385 18.413 0.048
3045.63287 18.468 0.041
3047.58705 18.551 0.048
3049.59274 18.812 0.048
3050.56336 18.553 0.036
3052.55766 18.439 0.038
3054.55931 18.335 0.035
3056.55847 18.427 0.033
3058.55152 18.975 0.056
3067.63432 18.923 0.066
3069.59285 18.371 0.043
3072.64099 18.381 0.047
3075.59557 18.524 0.043
3078.51684 18.744 0.056
3081.67034 18.423 0.035
3084.58257 18.488 0.036
3087.54353 18.744 0.056
3089.64620 18.415 0.042
3092.58495 18.408 0.051
3098.58791 18.431 0.043
3101.54823 18.498 0.068
3104.51964 18.666 0.051
3110.52801 18.375 0.052
3113.51166 18.652 0.064
3125.50912 18.587 0.070
3135.47501 18.506 0.063
3229.88915 18.425 0.035
3239.90304 18.489 0.035
3247.87393 18.426 0.036
3256.85062 18.405 0.039
3268.84278 18.473 0.030
3273.80163 18.418 0.044
3276.88712 18.446 0.044
3281.79732 18.476 0.031
3289.81100 18.784 0.044
3294.80894 18.431 0.033
3296.81435 18.540 0.032
3298.84495 18.760 0.040
3301.66522 18.386 0.047
3303.83429 18.373 0.042
3306.80906 18.771 0.050
3308.82588 18.482 0.047
3310.85820 18.414 0.035
3314.82573 18.428 0.043
3321.70451 18.408 0.030
3329.79763 18.384 0.025
3334.69376 18.414 0.045
3338.74978 18.410 0.034
3349.72194 18.367 0.040
3352.63647 18.434 0.033
3355.65832 19.178 0.097
3359.71731 18.405 0.031
3363.69525 18.663 0.045
3369.76219 18.398 0.040
3377.70141 18.507 0.044
3386.78405 18.324 0.024
3391.57482 18.460 0.043
3395.62957 18.372 0.043
3398.68637 18.377 0.035
3400.67274 18.538 0.058
3403.66151 18.440 0.040
3406.59549 18.365 0.031
3410.61319 18.548 0.032
3415.56877 18.418 0.036
3421.57325 19.075 0.083
3428.57223 18.455 0.050
3436.56654 18.376 0.036
3443.50929 18.457 0.048
3452.52912 18.433 0.035
3574.91976 18.472 0.043
3588.91010 18.399 0.038
3590.91200 18.411 0.028
3614.90125 18.748 0.048
3629.79661 18.371 0.035
3634.75473 18.847 0.052
3640.75107 18.429 0.029
3644.89337 18.429 0.038
3650.80314 18.539 0.035
3653.83104 18.363 0.034
3656.88699 18.346 0.042
3661.79341 19.039 0.078
3666.79057 18.364 0.033
3671.78894 18.798 0.042
3675.80337 18.413 0.032
3683.82652 18.384 0.030
3687.68835 18.371 0.035
3689.79196 18.976 0.055
3692.71249 18.409 0.033
3694.84477 18.345 0.031
3696.66527 18.398 0.030
3699.67756 18.957 0.043
3701.72869 18.359 0.029
3704.75000 18.426 0.030
3706.74849 18.417 0.027
3711.64028 18.420 0.035
3713.65389 18.376 0.031
3716.68735 18.509 0.051
3719.66463 18.650 0.050
3725.74795 18.581 0.054
3727.69590 19.050 0.080
3730.62419 18.413 0.025
3733.61290 18.371 0.028
3734.71574 18.478 0.031
3736.73468 19.015 0.053
3738.65659 18.509 0.036
3740.69161 18.362 0.031
3743.65708 18.387 0.035
3746.73102 18.757 0.056
3748.68431 18.506 0.046
3750.57591 18.373 0.042
3752.69716 18.412 0.035
3754.68556 18.721 0.051
3758.70644 18.467 0.048
3762.66452 18.449 0.030
3765.65510 18.929 0.035
3769.72708 18.412 0.027
3772.69524 18.607 0.041
3775.66721 18.571 0.055
3778.66569 18.385 0.035
3781.72671 18.610 0.050
3786.54977 18.499 0.039
3791.54540 18.420 0.032
3798.54573 18.317 0.033
3805.53093 18.500 0.046
3819.50981 18.423 0.035
3938.92755 18.748 0.055
3961.90464 18.501 0.055
3968.88714 18.595 0.045
3974.87270 18.449 0.042
3981.78019 18.419 0.036
3987.90417 18.538 0.041
3995.81182 18.701 0.044
4002.81119 18.412 0.025
4004.83242 18.686 0.036
4007.76504 18.481 0.029
4011.74576 18.362 0.037
4018.78513 18.390 0.035
4023.77950 18.707 0.034
4026.69549 18.650 0.036
4028.83149 18.428 0.033
4031.71923 18.444 0.032
4037.82672 18.465 0.032
4040.79490 18.517 0.036
4042.81040 18.962 0.054
4046.68516 18.473 0.041
4048.77452 18.452 0.036
4051.76418 18.666 0.048
4053.81547 18.418 0.033
4056.63533 18.466 0.045
4059.64637 18.463 0.035
4064.66900 18.526 0.029
4067.66949 18.361 0.028
4069.65760 18.418 0.033
4072.69474 18.834 0.048
4076.76519 18.469 0.041
4079.64011 18.455 0.036
4082.66077 18.637 0.048
4084.74117 18.429 0.034
4087.66098 18.451 0.030
4093.80933 18.397 0.033
4102.61557 18.412 0.040
4104.78430 18.351 0.048
4109.64559 19.072 0.061
4113.66440 18.390 0.028
4118.57132 18.689 0.056
4120.65746 18.464 0.028
4124.68819 18.468 0.031
4127.64208 18.774 0.035
4132.62012 18.297 0.041
4142.55509 18.427 0.043
4150.53216 18.420 0.035
4153.60680 18.391 0.035
4165.53716 18.618 0.065
4180.52707 18.394 0.056
4341.84164 18.579 0.055
4345.90075 18.448 0.049
4350.87517 18.531 0.047
4355.88279 18.420 0.054
4361.84354 18.425 0.055
4364.85036 18.446 0.049
4367.76287 18.447 0.049
4370.79972 18.453 0.049
4376.83480 18.620 0.053
4379.84113 18.497 0.043
4383.84539 18.415 0.043
4388.78528 18.666 0.053
4392.83953 18.389 0.033
4398.78835 18.414 0.043
4403.72812 18.419 0.045
4410.85528 18.375 0.040
4417.74322 18.481 0.035
4421.71920 18.442 0.035
4421.77514 18.394 0.032
4425.73922 18.964 0.068
4429.70339 18.416 0.054
4431.84320 18.498 0.074
4435.86202 18.378 0.073
4439.71572 18.420 0.042
4442.69299 18.565 0.051
4448.74645 18.385 0.040
4450.75331 18.499 0.054
4453.72898 18.937 0.056
4456.74233 18.428 0.051
4458.68995 18.387 0.040
4461.64005 18.374 0.031
4465.66086 18.460 0.035
4468.69165 18.406 0.029
4473.62794 18.831 0.050
4477.71545 18.467 0.042
4479.73707 18.466 0.039
4483.69696 18.565 0.055
4486.69544 18.413 0.049
4490.69366 18.985 0.077
4493.76448 18.391 0.048
4498.62894 18.427 0.036
4501.62199 18.730 0.051
4503.62302 18.442 0.045
4508.56580 18.348 0.043
4510.64774 18.988 0.069
4516.52844 18.308 0.055
4520.61843 18.693 0.067
4523.60197 18.425 0.047
4530.54541 18.627 0.056
4535.59655 18.452 0.054
4538.61713 19.155 0.099
4540.58639 18.421 0.053
4544.55229 18.438 0.054
4546.60431 18.609 0.072
4559.53295 18.512 0.063
4566.55529 18.954 0.066
4574.51373 18.404 0.053
4591.47721 18.437 0.056
4681.90536 18.376 0.035
4691.87088 18.469 0.050
4704.90164 18.478 0.052
4717.86746 18.383 0.028
4722.88705 18.693 0.046
4726.82799 18.422 0.043
4730.84984 18.732 0.041
4747.82103 18.437 0.034
4750.89431 18.709 0.125
4756.79179 18.486 0.042
4759.83893 18.954 0.050
4762.79862 18.432 0.037
4768.77666 18.713 0.046
4771.81857 18.444 0.038
4774.79928 18.391 0.035
4775.68343 18.395 0.045
4776.65323 18.476 0.054
4776.85299 18.709 0.065
4777.67121 18.434 0.042
4777.86736 19.010 0.096
4778.68485 18.668 0.049
4779.68537 19.102 0.060
4780.69750 18.561 0.047
4780.78601 18.489 0.045
4780.86115 18.362 0.039
4781.66149 18.446 0.042
4782.65588 18.475 0.049
4783.78391 18.470 0.037
4788.71046 19.065 0.070
4791.68689 18.441 0.037
4794.65668 18.366 0.030
4797.67397 18.714 0.050
4800.72005 18.434 0.035
4802.75174 18.395 0.034
4805.72111 18.483 0.036
4807.68371 19.107 0.065
4809.67648 18.456 0.035
4812.66407 18.418 0.052
4814.65211 18.451 0.046
4816.65377 18.777 0.051
4818.67589 18.498 0.039
4820.68283 18.428 0.028
4823.69597 18.379 0.042
4825.77522 18.907 0.061
4831.81714 18.399 0.048
4834.75036 19.170 0.085
4836.75276 18.407 0.032
4838.70333 18.467 0.038
4841.71991 18.343 0.036
4843.71918 18.743 0.063
4846.68514 18.486 0.040
4848.71099 18.450 0.039
4850.70310 18.442 0.037
4851.68403 18.457 0.049
4851.80479 18.510 0.046
4852.69727 18.543 0.049
4853.66185 18.831 0.059
4854.70048 18.872 0.057
4854.74915 18.541 0.042
4855.64926 18.620 0.054
4856.69685 18.448 0.041
4859.66939 18.388 0.047
4865.71609 18.463 0.038
4867.65235 18.460 0.034
4870.63783 18.448 0.039
4873.66030 18.846 0.056
4875.61828 18.400 0.039
4877.64363 18.400 0.037
4879.57209 18.370 0.034
4882.66520 18.880 0.051
4884.60271 18.481 0.042
4887.63911 18.403 0.033
4901.64228 19.003 0.096
4908.58977 18.452 0.037
4916.53477 18.407 0.045
4920.56619 18.964 0.067
4924.51693 18.388 0.035
4925.50799 18.475 0.046
4926.52297 18.324 0.049
4927.50025 18.490 0.059
4928.50136 18.402 0.039
4930.48782 19.176 0.105
4931.49062 18.650 0.071
4931.55981 18.442 0.053
4933.47540 18.383 0.056
4935.52646 18.412 0.038
4939.53341 18.921 0.066
4943.53313 18.355 0.042
4948.50990 18.885 0.072
4955.49311 18.352 0.040
