2994.70779 19.418 0.024
3010.75121 19.405 0.056
3326.79276 19.407 0.020
3336.82883 19.414 0.048
3352.76289 19.418 0.019
3357.73177 19.401 0.021
3362.80904 19.372 0.022
3365.79641 19.322 0.042
3372.81204 19.435 0.032
3381.71977 19.301 0.022
3386.81848 19.292 0.019
3396.78110 19.458 0.072
3717.71053 19.259 0.039
3720.79535 19.391 0.047
3732.80165 19.335 0.019
3740.66933 19.306 0.019
3749.72081 19.436 0.063
3756.67426 19.457 0.026
3766.64985 19.282 0.019
3774.57663 19.277 0.031
4059.70746 19.309 0.019
4072.79317 19.316 0.043
4078.66115 19.336 0.030
4109.82282 19.553 0.039
4372.89020 19.448 0.039
4382.89773 19.367 0.115
4394.84828 19.323 0.022
4409.78421 19.377 0.021
4422.77027 19.304 0.023
4434.80225 19.431 0.031
4461.69673 19.377 0.047
4468.77320 19.400 0.023
4476.73894 19.462 0.023
4483.83467 19.403 0.025
4511.64701 19.335 0.027
4542.60398 19.347 0.046
